DATE,S&P BSE (SENSEX) 30 SENSITIVE - PRICE INDEX,RELIANCE INDUSTRIES,TATA CONSULTANCY SVS.,HDFC BANK,HINDUSTAN UNILEVER,ITC,HOUSING DEVELOPMENT FINANCE CORPORATION,INFOSYS,STATE BANK OF INDIA,ICICI BANK,KOTAK MAHINDRA BANK,MARUTI SUZUKI INDIA,LARSEN & TOUBRO,OIL & NATURAL GAS,AXIS BANK,COAL INDIA,WIPRO,BHARTI AIRTEL,NTPC,SUN PHARM.INDUSTRIES,ASIAN PAINTS,MAHINDRA & MAHINDRA,INDUSIND BANK,POWER GRID CORPORATION OF INDIA,ADANI PORTS AND SEZ.,VEDANTA,BAJAJ AUTO,TATA MOTORS,TATA STEEL,HERO MOTOCORP,YES BANK,TATA MOTORS A DVR
03-12-2014,28442.71,484.18,1317.67,933.1,819,242.17,1104.6,530.87,317.95,326.2,610.35,3391.5,1096.1,247.63,499.05,357.1,296.93,378.4,131.59,842.6,789.4,643.37,775.6,137.2,291.25,230.85,2609.9,523.39,441.83,3194.3,148.26,351.57
04-12-2014,28562.82,479.28,1318.97,941.4,824.65,255.43,1113,525.45,320.3,329.27,611.92,3406.85,1086.2,247.2,499.95,355.85,296.35,369.9,130.58,839.4,791.7,632.55,784.45,136.5,286.2,237.15,2625.1,522.15,440.02,3218,151.92,344.7
05-12-2014,28458.1,478.68,1289.47,942.75,820.65,260.9,1114.85,517.57,317.55,327.09,620.2,3410.1,1085.67,243.53,498.55,356.55,289.43,367.8,129.66,821.55,784.65,647.02,787.3,136.75,284.55,241.75,2619.9,519.78,439.35,3187,150.12,342.67
08-12-2014,28119.4,472.3,1256.4,927.15,820,265.2,1107.6,492.54,312.9,321.64,622.97,3379.85,1067.87,245.53,496.6,364.6,284.18,369.75,128.6,827.8,793.5,624.37,783.35,135.85,276.8,232.75,2614.65,510.23,430.49,3160.15,147.15,337.27
09-12-2014,27797.01,469.93,1257.42,926.75,812.95,262.9,1103.2,491.2,306.55,318.54,615.97,3336.55,1039.73,234.73,488.8,360.95,278.45,354.15,124.05,839.45,781.8,632.82,774.5,134.95,269.2,220.75,2608.85,497.91,415.68,3136.6,143.36,320.99
10-12-2014,27831.1,466.28,1253.95,931.4,797.8,263.33,1100.05,490.94,315.95,320.05,617.62,3323.4,1029.53,240.73,489.25,360.05,276.07,353.3,124.23,833.3,775.65,633.25,782.45,137.25,275.25,222.6,2569.5,505.58,412.06,3168.75,143.45,332.37
11-12-2014,27602.01,453.08,1246.07,933.6,796.05,264.4,1092.6,480.26,314.05,316.32,623.1,3341.1,1025.4,232.97,490.5,363.7,273.15,343.3,122.72,834.8,769.5,633.05,777.55,135.95,278.1,221.95,2563.2,498.55,398.96,3114.6,140.96,332.72
12-12-2014,27350.68,441.18,1225.35,931.5,797.75,263.8,1069.5,484.66,311.35,314.82,623.65,3379.3,1007.3,224.73,483.4,364.35,271.57,347.95,122.21,843.35,774.3,625.7,778.65,134.8,277.45,215.9,2521.35,494.65,383.67,3124.9,139.78,333.36
15-12-2014,27319.56,439.4,1179.32,941.5,790.1,261.7,1124.3,481.2,310.55,313.86,654.42,3368.75,1000.8,228.7,476.75,377.05,270.77,349.95,122.26,844.2,767.25,626.15,782.5,134.45,288.05,209.9,2517.9,488.71,382,3145.45,141.71,332.37
16-12-2014,26781.44,432.3,1221.52,925.75,766.65,253.73,1086.85,484.5,295.6,300.64,641.75,3309.85,988.9,223.7,472,366.75,268.38,350.05,117.94,830.15,758.85,613.75,763.75,133.05,274.5,193.6,2494.75,476.54,371.23,3132.75,138.19,321.24
17-12-2014,26710.13,434.75,1222.05,921.85,766.35,247.87,1088.95,484.62,301.75,302.14,622.32,3261.95,979,228.67,474.85,367.25,267.57,342.05,117.75,811.35,731.3,609.57,759.9,131,273.75,200.9,2463.05,470.75,374.85,3061.65,137.28,314.76
18-12-2014,27126.57,440.05,1230.35,934.05,765.95,249.9,1098.2,491.47,307.1,314.32,626.02,3385.3,1004.27,229.97,487.95,367.55,268.97,348.2,122.21,812,744.95,606.12,773.5,131.6,289.95,203.75,2503.15,479.75,382.62,3065.45,143.95,324.7
19-12-2014,27371.84,450.28,1255.27,941.45,755.15,245.87,1114.95,499.66,304.15,323.64,618.15,3359.4,1023.43,232.97,490.25,376,275.27,343.1,124.56,807.85,733,611.12,770.6,135.8,289.9,208.25,2473.55,480.74,386.29,3074.1,145.69,326.68
22-12-2014,27701.79,452.45,1256.7,963.7,767.85,249.4,1146.3,499.9,307.7,326.54,628.97,3393.5,1016.13,238.37,498.3,390.35,277.57,348.8,127.77,814.5,745.55,632.7,777.95,136.85,290.3,210.85,2477.3,489.45,384.95,3114.3,148.25,324.21
23-12-2014,27506.46,446.88,1258.35,959.75,766.1,249.77,1124.35,492.91,307.2,320.91,622.25,3398.7,998.53,234.7,493.8,383.65,276.2,355.2,131.4,813.3,739.25,634.22,786.4,139.05,288.15,204.25,2519.25,482.97,376.14,3137.45,147.09,325.69
24-12-2014,27208.61,442.08,1239.95,945.25,757,247.6,1099.85,482.64,305.75,321,622.67,3365.5,985.23,229.33,494.3,376.85,272.75,353.1,128.09,803.5,728.45,625.97,784.55,136.3,283.05,205.35,2477.7,478.82,376.57,3100.5,149.01,323.42
25-12-2014,27208.61,442.08,1239.95,945.25,757,247.6,1099.85,482.64,305.75,321,622.67,3365.5,985.23,229.33,494.3,376.85,272.75,353.1,128.09,803.5,728.45,625.97,784.55,136.3,283.05,205.35,2477.7,478.82,376.57,3100.5,149.01,323.42
26-12-2014,27241.78,444.43,1252.5,948.65,750.35,245.3,1116.15,488.06,307.65,319.04,626.52,3333.1,993.47,229.63,494.45,378.35,273.7,354.3,128.05,811.15,727.05,627.65,784.45,137.1,289.2,207.5,2480.7,480,379.43,3096.4,148.2,324.8
29-12-2014,27395.73,448.5,1261.45,951.7,758.85,246.57,1124.1,489.45,307.55,317.41,621.77,3347.2,993.53,231.27,494.1,386.9,275.07,351.2,128.78,820.7,757.55,625.8,783.7,137,293.1,215.3,2484.8,489.8,385,3150.05,148.49,334.6
30-12-2014,27403.54,440.08,1265.02,956.45,759.5,245.53,1129.4,491.59,309.75,318.41,623.32,3347.25,998.83,227.77,498.8,382.55,276.27,349.75,130.48,820.4,749.95,628.87,792.1,137.65,316,212.35,2455.05,488.51,377.57,3084.85,153.52,329.8
31-12-2014,27499.42,445.58,1279.12,951.6,760.1,245.8,1135.9,493.14,311.85,321,631.95,3329.8,996.43,227.57,502.4,383.85,277.6,352.7,132.37,826.55,752.3,617.22,802.45,138,319.05,214.5,2432.45,490.29,380.52,3106.65,154.41,332.23
01-01-2015,27507.54,443.95,1272.77,952.05,758.45,244.77,1124,493.6,314,320.27,629.3,3340.75,1001.97,229.37,503.05,380.05,276.2,362.9,130.94,822.2,749.15,618.52,812,137.1,319.55,219.25,2452.15,493.16,385.33,3105.4,154.51,331.19
02-01-2015,27887.9,442.78,1289.72,965.3,755.95,245.53,1171.9,503.3,315.25,329.36,635.77,3359.6,1023.1,232.8,514.3,381.75,278.65,365.05,132.74,826.25,775.05,612.32,815.9,138.75,319.35,222.3,2451.75,506.37,391.34,3098.1,158.44,338.71
05-01-2015,27842.32,437.93,1270.12,957.15,760.3,246.5,1156.4,498.97,312.75,330.05,633.22,3447.8,1037.33,235.43,517.55,380.25,279.15,356.95,132.37,826.75,775,609.22,819.1,138.9,323.8,219.8,2460.7,518.24,397.01,3119.4,158.78,340.88
06-01-2015,26987.46,418.05,1223.3,942.25,774.7,240.17,1101.95,488.55,299.9,316.04,625.67,3395.25,1002.73,222.1,499.05,379.95,272.63,354.15,127.96,808.55,756.5,605.82,798.4,135.8,321.85,209.05,2441.5,496.08,377.76,3014.4,154.33,325.35
07-01-2015,26908.82,427.15,1208.85,945,801.9,235.7,1099.25,490.89,300.15,307.5,635.75,3437.75,1000.33,225.37,498.65,374.7,270.55,355,131.04,809.8,771.7,612.07,791.95,137.75,321.1,209,2447.2,488.61,370.52,2974.05,151.47,327.23
08-01-2015,27274.71,421.03,1221.9,964.85,817.05,241.6,1123.35,493.36,304.85,315.86,670.32,3475.5,1006.7,227.87,501.95,379.45,272.5,361.15,133.24,818.8,820.35,618.8,798.7,138.35,334.55,210.5,2450.4,506.57,376.28,2984,153.83,337.17
09-01-2015,27458.38,430.15,1256.15,975.65,864.6,237.93,1113.3,518.61,303.2,310.77,680.47,3468.2,1000.17,234,494.95,375.05,276.75,355.8,128.92,830.05,812.5,619.1,802,138.45,331.15,207.8,2375.85,516.76,380.76,2992.25,152.77,339.1
12-01-2015,27585.27,425.15,1254.85,967.05,896.6,238.57,1128.55,528.99,307.1,315.05,685.5,3462.9,1022.8,231.8,501.55,357.85,278.02,348.95,128.69,835.3,807.75,616.5,829.45,136.5,328.45,206.25,2334,516.76,378,2937.15,155.57,333.91
13-01-2015,27425.73,421.58,1248.95,963.35,884.55,240.07,1122.2,522.22,305.1,309.91,696.47,3468.25,1013,226.63,504.5,361.2,281.75,346.3,127.73,833.1,833.85,624.4,825.5,135.85,323,204.6,2324.1,513.94,373,2893.2,156.35,330.94
14-01-2015,27346.82,417.48,1260.97,963.9,924.05,231.87,1120.3,532.16,304.7,306.27,695.6,3516,1012,229.37,499.6,363.2,275.97,345.8,126.62,820.65,842.65,618.47,816.65,136.05,331.25,188.1,2363.45,514.83,359.04,2903.05,157.34,326.88
15-01-2015,28075.55,432.13,1269.55,993.15,921.55,238.6,1202.55,533.56,320.3,320.77,700.2,3625.8,1049.13,231,514.05,368.45,279.75,349.35,127.96,825.9,839.35,639.05,830.35,142.95,330.6,189.7,2417.95,527.3,366.57,2950.55,162.64,338.31
16-01-2015,28121.89,434.85,1266.07,1001.35,941.05,240.07,1194.55,529.57,315.45,321.68,697.67,3616.6,1061.17,231.4,514.8,379.05,277.52,342.85,129.06,849.75,843.45,652.3,831.85,147.35,330.85,193.25,2420.15,520.17,365.28,2897.7,160.53,336.38
19-01-2015,28262.01,439.83,1255.5,1004.55,892.55,239.2,1181.7,525.62,313.15,328,694.72,3626.25,1076.57,231.67,528.95,379.2,292.1,350.45,130.3,863,831.9,666.1,829.15,147.85,328.35,193.15,2403.9,532.79,366.57,2841.3,164.99,342.77
20-01-2015,28784.67,451.53,1250.22,1020.95,895.45,247.4,1251.55,531.05,318.15,334.32,697.85,3605.55,1086.37,233.53,551.4,382.3,295.2,354.9,131.31,872.3,839.2,662.62,840.45,147.4,330.5,204.15,2404.25,553.27,383,2828.65,171.67,351.33
21-01-2015,28888.86,453.38,1256.9,1019.95,941.95,235.13,1287.2,542.47,326.2,334.95,694.07,3634.7,1103.03,230.7,547.25,391.85,294.35,369,131.91,885.95,851.3,662.52,842.55,146.9,329.35,199.65,2446.65,545.65,378.33,2875.15,171.04,356.52
22-01-2015,29006.02,441.88,1256.77,1021.25,944.65,233.77,1279.65,549.11,324.65,336.18,693.82,3597.25,1108.87,235.27,564.75,396.4,297.27,370,128.88,920.05,867.15,664.97,846.25,148.35,329.4,201.1,2444.3,560.49,384.33,2838.85,170.4,360.68
23-01-2015,29278.84,443.45,1251.8,1042.8,965.3,232.97,1290.1,553.76,327.45,337,692.65,3606.7,1140.87,232.53,565.15,394.7,300.9,384.1,130.44,926.8,862.1,680.95,857.35,149.55,346.9,205.4,2441.5,582.21,384.05,2862.8,175.24,369.88
26-01-2015,29278.84,443.45,1251.8,1042.8,965.3,232.97,1290.1,553.76,327.45,337,692.65,3606.7,1140.87,232.53,565.15,394.7,300.9,384.1,130.44,926.8,862.1,680.95,857.35,149.55,346.9,205.4,2441.5,582.21,384.05,2862.8,175.24,369.88
27-01-2015,29571.04,444.53,1251.02,1074.05,941.95,240.1,1315.85,534.12,330.05,348.64,694.17,3687.9,1161.33,233.5,592.1,382.65,299.27,394.2,131.59,914,890.5,662.22,863.25,149.95,345.15,207.3,2419.85,598.14,379.57,2857.75,176.57,376.56
28-01-2015,29559.18,453.43,1269.8,1058.35,933.85,241.53,1344.6,536.14,334.6,349.14,675.57,3725.8,1132.23,235.93,590.6,383.8,303.63,373.6,131.31,909.75,910.25,658.15,868.75,149.45,339.25,201.15,2398.8,582.95,372.66,2865.1,176.76,362.16
29-01-2015,29681.77,464.7,1272.32,1095,941.6,246.8,1315.55,536.37,327,345.73,665.7,3688.8,1149.27,234.6,599.5,374.95,301.35,375.8,130.39,919.8,881.3,648.4,876.05,148.8,344.15,201.45,2404.7,592.25,371.95,2876.5,174.85,360.38
30-01-2015,29182.95,457.63,1241.02,1077.35,932.55,245.7,1262.5,535.47,308.95,327.91,661.1,3647.35,1133.7,234.23,588.1,360.85,303.27,373.7,132.05,917.75,857.75,632.55,870.2,148,341.05,201.95,2391.7,578.94,372,2865.5,172.49,360.18
02-02-2015,29122.27,454.03,1257.1,1081.6,908,240.43,1269.3,534.21,307.5,319.86,676.17,3669.45,1156.73,233.23,617.3,355.1,312.55,359.3,130.58,929.1,808.1,620.6,874.55,147.85,335.9,198.2,2349.3,586.21,365.71,2833.2,166.44,352.96
03-02-2015,29000.14,468.8,1279.12,1064.1,910.85,244.03,1230.15,530.22,300.3,315.09,653.15,3607.85,1148.33,239.63,586.6,356.65,310.77,371.55,132.37,941.25,814.7,599.6,861.35,147.2,327.8,210.7,2260.75,596.9,363.09,2812.4,161.43,354.59
04-02-2015,28883.11,464.4,1257.15,1067.7,899.9,245.07,1232.45,535.71,293.05,313.32,645.75,3557.55,1125.6,245.7,558.6,366.05,309.6,368.95,131.27,958.95,803.85,605.47,863.3,146.25,321.25,216.6,2245.3,585.13,370.8,2829.5,160.47,351.33
05-02-2015,28850.97,461.85,1276.2,1076.5,909.05,245.93,1246.45,548.45,290.8,305.09,643.95,3522.7,1121.6,237.77,565.9,369.9,319.13,364.7,128.83,959.55,810.85,589.85,865.4,143.65,312.2,207.8,2245.3,582.95,361.33,2847.3,161.57,352.71
06-02-2015,28717.91,454.95,1287.87,1053.5,905.75,249,1280.55,557.62,290.3,299.41,633.45,3502.6,1122.37,234,563.15,364,321.63,368.25,128.69,926.85,797.65,574.87,845.3,143.45,300.2,210.6,2223.3,553.66,351.23,2776.3,162.16,333.86
09-02-2015,28227.39,448.35,1256.45,1040.1,900.15,245.27,1271.95,562.22,279.5,290.95,633.12,3411.3,1048.3,237.57,553.6,360.65,323.9,356.1,127.59,941.45,803.65,556.7,825.15,141.45,300.15,200.8,2269.15,536.89,331.03,2728.8,159.31,326.14
10-02-2015,28355.62,441,1220.57,1054.45,887.75,246.6,1246.15,569.57,287.3,300.95,642.87,3393.85,1047.8,236.43,554.1,368.15,321.3,356.15,126.07,919.55,822.2,570.1,840.8,145.1,317.85,206.35,2267.95,558.11,340.84,2720.15,163.56,332.97
11-02-2015,28533.97,450.35,1229.95,1058.4,900.3,247.43,1245.8,571.21,285.95,304.27,649.35,3454.75,1075.13,229.97,569.25,372.1,319.2,356.1,128.83,925.85,840.75,566.7,855.5,145.75,326.1,208.25,2280.6,552.97,347.75,2753.35,165.31,335.39
12-02-2015,28805.1,454.58,1231.07,1076,887.8,246.93,1253.25,577.8,284.3,308.32,648.3,3551.9,1100.03,230.97,578.75,368.75,323.4,352.7,130.62,923.6,823.75,567.22,869.95,150.25,336.6,212.65,2262.45,555.84,348.03,2807.55,167.82,334.75
13-02-2015,29094.93,458.75,1269.37,1065.8,892.8,252.03,1268.65,574.02,306.95,312.59,654.75,3616.95,1108.1,226.37,581.1,377.85,330.35,355,131.68,940.55,826.75,596.27,875.35,151.5,335.35,212.2,2260.8,559.55,349.23,2852.9,167.01,342.27
16-02-2015,29135.88,451.4,1292.4,1067.55,907,259.73,1288,569.69,306.7,307.32,646.22,3572.1,1098.97,226.97,570.3,377.05,330.75,361.35,132.37,914.75,834.15,605.22,862.9,152.75,331.25,211.55,2261.85,568.06,352.32,2805,163.13,346.97
17-02-2015,29135.88,451.4,1292.4,1067.55,907,259.73,1288,569.69,306.7,307.32,646.22,3572.1,1098.97,226.97,570.3,377.05,330.75,361.35,132.37,914.75,834.15,605.22,862.9,152.75,331.25,211.55,2261.85,568.06,352.32,2805,163.13,346.97
18-02-2015,29320.26,450.83,1317.82,1074.8,912.9,262.17,1328.6,574.12,305.7,311.27,653.9,3564.95,1108.9,221.73,569.5,380.35,334.5,352,134.25,917.8,821.05,614.1,864.85,154.75,333.8,205.2,2240.3,578.1,350.13,2663.75,163.93,346.53
19-02-2015,29462.27,451.03,1340.52,1079.8,908.15,259.5,1353.45,581.17,302.35,307.77,653.62,3595.15,1132.37,222.3,565.25,383.95,329.75,356.7,134.8,916.7,834.1,624.95,857.5,154.3,333.85,219.05,2212.55,570.43,357.51,2664.95,162.67,369.44
20-02-2015,29231.41,436.55,1337.77,1073.05,900.25,264.03,1333.15,570.77,302.3,300.86,649.12,3547.35,1118.4,220.47,561.5,382.75,325,349.35,133.89,913.2,825.7,626,876.8,153.25,329,217.3,2206.8,573.75,356.99,2658.9,165.01,377.7
23-02-2015,28975.11,425.73,1348.32,1067.5,886.15,260.17,1311.25,566.4,296.55,299.09,658.42,3545.9,1124.67,216.57,549.05,384.2,324.88,347.3,134.25,908.65,809.6,630.62,867.55,155.9,323.4,219.55,2181.15,568.11,349.99,2647.9,162.2,368.4
24-02-2015,29004.66,420.73,1352.37,1067.65,913.7,263.8,1310.4,568.2,296.25,296.41,675.15,3588.3,1147.4,210.03,551.8,384.2,326.5,342.05,134.76,910.45,799.55,629.35,864.15,156.75,334.05,211.35,2191.45,558.41,342.13,2651.4,160.07,361.96
25-02-2015,29007.99,421.58,1336.1,1052.45,901.9,266.47,1340.55,579.4,295.55,293.18,671.27,3579.9,1131.93,211.43,553,386.6,331.9,348.6,134.25,890.75,813.85,633.55,858.55,154.55,328.2,210.75,2179.95,562.17,334.32,2624.55,158.97,361.96
26-02-2015,28746.65,421,1328.22,1038.15,886.4,263.77,1345.7,564.52,289.4,292.09,666.67,3496.85,1118.7,212.9,552.3,384.35,328.95,349.35,140.96,865.7,791.9,624.8,845.3,152.75,327.3,208.25,2134.85,554.7,328.88,2622.25,156.72,346.58
27-02-2015,29220.12,427.78,1331.17,1054,887.15,262.47,1347.4,566.44,299.9,304.77,668.87,3604.4,1172.63,216.5,567.15,395.25,327.15,355.2,145.65,878.9,807.15,640.25,864.5,157.1,346.25,217.2,2150.5,569.05,334.08,2672.6,164.16,355.28
02-03-2015,29459.14,432.13,1334.7,1082.55,935.65,228.83,1339.95,572.92,302,317.32,702.35,3711.45,1230.73,213.37,647.55,394.75,332.25,349.05,146.62,925.2,825.6,639.07,944.5,156.7,330.35,218.2,2074.25,578.79,335.89,2624.55,176.5,365.73
03-03-2015,29593.73,450.4,1388,1083.35,929.7,227.7,1368.05,574.46,302.6,316.95,704.35,3708.65,1234.43,213.67,631.4,379.65,336.22,349.25,145.88,943.05,838.3,615.82,938.6,155.55,336.55,222.05,2117.5,568.01,336.46,2636.5,175.73,363.2
04-03-2015,29380.73,443.93,1373,1065.3,916.1,229.5,1367.7,568.66,293.85,317.59,705.12,3678.4,1225.27,213.7,612.75,371.55,329.75,351.25,144.78,1006.3,836.8,605.55,908.2,154.45,332,212.4,2122.1,568.01,331.7,2622.25,171.33,358.85
05-03-2015,29448.95,442.48,1348.22,1085.1,939.7,230.83,1394.8,561.9,293.8,316.14,706.12,3678.75,1217.37,213.3,616.8,363.95,333.9,347.9,145.38,1038.75,833.9,614.32,913.2,155.15,333.05,210.15,2118.65,564.64,327.03,2609.45,171.34,351.23
06-03-2015,29448.95,442.48,1348.22,1085.1,939.7,230.83,1394.8,561.9,293.8,316.14,706.12,3678.75,1217.37,213.3,616.8,363.95,333.9,347.9,145.38,1038.75,833.9,614.32,913.2,155.15,333.05,210.15,2118.65,564.64,327.03,2609.45,171.34,351.23
09-03-2015,28844.78,434.83,1323.4,1059,976,225.57,1368.35,547.51,290.65,302.55,682.3,3671.3,1174.87,210.67,591.6,357.3,330.05,343.45,139.54,1041,812.65,603.4,895.2,150.25,325,199.1,2109.85,559.1,320.41,2599.25,164.83,339.2
10-03-2015,28709.87,429.58,1321.35,1052.55,957.15,225.7,1312.4,549.5,287.6,303.32,673.9,3646.75,1168.3,209.6,585.45,370.7,327.15,367.95,137.84,1024.65,807.95,614.12,896.75,148.5,317.55,197.6,2129.25,554.26,315.93,2617.7,165.52,340.14
11-03-2015,28659.17,427.98,1303.27,1056.45,968.9,225.47,1322.75,545.55,285.15,302.41,687.95,3656.45,1159.8,206.33,583.85,369.3,327.38,389.55,141.33,1009.85,809,630.15,890.2,147.9,307.8,192.7,2098.3,545.05,309.93,2612.7,164.58,336.13
12-03-2015,28930.41,431.9,1309.52,1054.6,960.55,231.1,1332.85,554.57,286.85,307.45,685,3685.2,1164.93,208.13,584.1,364.7,327.65,397.8,146.8,1036.15,808.1,620.57,891.8,149.65,310.25,200.6,2072.75,557.92,317.45,2642.35,164.64,340.44
13-03-2015,28503.3,425.05,1291.17,1042.65,941.7,226.27,1328.05,555.1,280.75,300.18,670.62,3650.7,1128.1,209.27,570,365.1,319.63,400.25,146.57,1011.6,808.4,613.87,875.2,146.6,306.25,195.9,2023.1,552.43,311.07,2610,160.67,334.11
16-03-2015,28437.71,421.05,1281.15,1051.55,931.75,223.6,1305.7,566.66,281.65,301.32,657.47,3647.05,1119.87,208,568.6,364.4,323.13,388.4,143.26,1029.85,831.85,609.87,877.25,146.75,313.3,185.5,2025.5,550.99,310.78,2631.25,162.77,335.44
17-03-2015,28736.38,428.43,1291.85,1058.05,931.8,226.67,1339.45,560.12,283.1,304.41,669.82,3661.55,1143.77,209.47,580.1,361.8,321.7,386.55,145.1,1041.9,831.4,616.12,903.15,147.65,319.55,192.9,2047.2,565.49,316.83,2651.45,166.64,342.22
18-03-2015,28622.12,434.33,1279.67,1063.55,922.1,224.43,1322.05,557.37,287.3,304.36,671.45,3664.9,1132.7,206.13,581.25,364.55,315.7,382.25,140.32,1044.5,814.2,607.75,903.2,146.65,316.65,193.95,2031.25,554.26,316.07,2675.35,171.14,336.38
19-03-2015,28469.67,428.08,1298.12,1052.2,922.65,222.23,1327.7,557.61,281.6,300.18,662.85,3655,1121.6,207.93,563.55,365.35,317.52,381.95,142.25,1047.75,834.8,603.7,881.15,146.1,312.9,191.5,2025.35,547.92,320.69,2662.8,166.8,333.17
20-03-2015,28261.08,427.05,1305.47,1055.9,895.75,218.3,1338.45,564.36,278.25,289.64,669.85,3623.85,1113.57,207.57,556.25,368.25,326.32,380.25,145.5,1026.65,809.95,582.65,886.35,148.2,308.15,187.85,2017.85,541.79,313.16,2609.95,166.41,323.96
23-03-2015,28192.02,420.98,1308.57,1047.75,902.4,218.27,1345.7,558.36,274.75,285.27,667.92,3594.4,1115.23,209.6,555.2,369,322.55,383.25,150.15,1024.25,811.6,592.75,888.35,149.2,303.85,190.95,2031.75,545.6,315.74,2637.1,165.84,318.17
24-03-2015,28161.72,423.98,1295.65,1037.95,887.2,217.7,1358.85,552.86,270.55,283.54,670.37,3587.3,1114.77,208.93,558.05,370.05,326.13,393.85,152.7,1037.15,813.3,596.02,884.85,147.95,307.1,193.85,2028,526.6,311.69,2605.1,164.53,309.56
25-03-2015,28111.83,422.45,1286.87,1034.25,886.4,217.83,1354.55,554.77,265.4,288.09,663.27,3614.75,1088.5,206.43,562.2,361.8,330.55,395,147.35,1052.05,808.5,605.17,871.05,146.5,314.75,196.8,2016.85,536.1,307.88,2595.75,161.3,312.88
26-03-2015,27457.58,414.65,1256.55,1006.95,865.9,214.93,1283.7,536.59,256.65,279.95,652.7,3561.45,1089.63,201.07,544.3,352.3,315.95,399.65,144,1027.7,793.1,600.55,860.35,145.1,304.2,188.3,2004.3,518.69,300.68,2603.75,161.27,305.55
27-03-2015,27458.64,405.85,1257.4,1014.65,851.3,211.67,1262.7,550.54,263.6,285.95,649.57,3610.05,1118.5,203.3,546.4,348,306.07,376.5,145.6,1011.2,778.15,594.25,880.75,144.75,305,188.4,2016.9,529.67,300.21,2576.15,163.2,313.22
30-03-2015,27975.86,405.38,1282.07,1036.9,862.05,218.37,1306.2,557,267.9,289.73,655.92,3660.95,1152.5,210.13,563.55,359.3,311.7,389.4,147.6,1010.8,807.45,600.15,887.95,145,308.55,189.15,2028,534.27,307.16,2644.3,164.59,321.04
31-03-2015,27957.49,413,1276.97,1022.7,873.55,217.23,1315.7,554.59,267.05,286.82,656.62,3697.35,1146.43,204.23,560.2,362.9,314.43,393.3,146.85,1023.9,811.3,593.9,886,145.25,308.2,189.5,2016.6,544.36,301.78,2639.8,163.15,328.12
01-04-2015,28260.14,418.03,1271.32,1033.25,883.5,221.63,1337.05,543.49,273.45,293.77,680.52,3644.7,1156.17,204.3,569.65,363,316.6,402.3,147.75,1081.15,821.7,601.05,925.25,146.45,310.95,190.15,2019.8,558.91,308.35,2655.85,169.55,334.55
02-04-2015,28260.14,418.03,1271.32,1033.25,883.5,221.63,1337.05,543.49,273.45,293.77,680.52,3644.7,1156.17,204.3,569.65,363,316.6,402.3,147.75,1081.15,821.7,601.05,925.25,146.45,310.95,190.15,2019.8,558.91,308.35,2655.85,169.55,334.55
03-04-2015,28260.14,418.03,1271.32,1033.25,883.5,221.63,1337.05,543.49,273.45,293.77,680.52,3644.7,1156.17,204.3,569.65,363,316.6,402.3,147.75,1081.15,821.7,601.05,925.25,146.45,310.95,190.15,2019.8,558.91,308.35,2655.85,169.55,334.55
06-04-2015,28504.46,412.33,1273.65,1031.95,907.95,227.33,1330.6,544.55,274.65,292.05,698.8,3628.95,1171.93,211.5,569.05,360.75,310.57,400.8,152.1,1169.3,824.5,621.32,914.95,147.95,321.25,191.5,2036.4,568.15,303.07,2672.7,169.18,341.45
07-04-2015,28516.59,416.43,1292.5,1032.75,913.45,227.07,1328.7,539.87,272.05,288.54,693.42,3599.9,1179.8,212.67,557.85,359.6,307.52,404.75,156.3,1152.05,835.2,634.42,906.95,147.95,323.9,197.75,2094.55,560.35,317.74,2632.35,168.16,342.95
08-04-2015,28707.75,432.95,1320.7,1035.55,912.55,230.83,1299.7,550.14,273.9,286.45,685.8,3628.7,1186.3,208.67,555.9,380.35,308.15,419.15,156.1,1150.45,846.85,637.1,901.95,147.3,319.15,193.6,2099.5,561.5,320.21,2605.8,164.12,345.4
09-04-2015,28885.21,447.55,1332.27,1056.1,926.45,231.43,1303.05,553.75,280.85,291.45,715.3,3659.2,1180.53,206.77,572.15,386.95,308.57,407.2,157.35,1113.45,853.15,637.27,943.9,151,316.7,194.65,2098.55,559.9,329.69,2611.6,168.34,343.4
10-04-2015,28879.38,452.18,1326.87,1042.65,933.8,231.1,1290.35,558.49,285.75,289.36,711.2,3666.6,1176,206.5,568.05,389,308.85,411.95,155.65,1119.75,859.45,643.37,945.25,152.7,319.8,202.35,2098.75,562.65,326.5,2583.85,168.52,351.1
13-04-2015,29044.44,461.25,1327.75,1038.8,949.15,234.33,1305.25,559.7,286.3,288.09,722.8,3665.2,1202.33,207.9,566,392.35,312.1,425.7,157.3,1150.95,862.05,623.9,949.75,154.35,330.8,200.55,2095.3,556.25,328.88,2580.7,168.34,354.65
14-04-2015,29044.44,461.25,1327.75,1038.8,949.15,234.33,1305.25,559.7,286.3,288.09,722.8,3665.2,1202.33,207.9,566,392.35,312.1,425.7,157.3,1150.95,862.05,623.9,949.75,154.35,330.8,200.55,2095.3,556.25,328.88,2580.7,168.34,354.65
15-04-2015,28799.68,461.83,1313.87,1031.65,934.7,236.63,1290.45,553.42,290,286.36,721.95,3680.25,1191.77,211.43,550.2,385.95,303.32,415.15,154.35,1117.3,839.05,604.45,946.55,151.55,325.75,206.25,2075,540.45,321.69,2524.55,169.13,344.15
